Antecedent,Consequent,Support,Confidence,Lift
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE GREEN,0.02979899497487437,0.6069600818833163,13.741189567096693
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE PINK,0.012914572864321608,0.48308270676691734,13.872071954778724
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE IVORY,0.012914572864321608,0.3708513708513709,13.872071954778724
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE RED,0.017839195979899497,0.6672932330827067,13.591745484489113
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE IVORY,0.017839195979899497,0.3633572159672467,13.591745484489115
ALARM CLOCK BAKELIKE ORANGE,ALARM CLOCK BAKELIKE PINK,0.01,0.4772182254196643,13.703669099352554
ALARM CLOCK BAKELIKE ORANGE,ALARM CLOCK BAKELIKE RED,0.014321608040201005,0.683453237410072,13.920900127390414
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED,0.021859296482412062,0.6277056277056278,12.785406337095182
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE PINK,0.021859296482412062,0.44524053224155585,12.785406337095182
PAINTED METAL PEARS ASSORTED,ASSORTED COLOUR BIRD ORNAMENT,0.01271356783919598,0.7270114942528736,10.23163276918825
BAKING SET 9 PIECE RETROSPOT,BAKING SET SPACEBOY DESIGN,0.015527638190954774,0.3527397260273972,16.324466390570244
BAKING SET SPACEBOY DESIGN,BAKING SET 9 PIECE RETROSPOT,0.015527638190954774,0.7186046511627908,16.324466390570247
BATHROOM METAL SIGN,TOILET METAL SIGN,0.012864321608040201,0.4646098003629764,25.682597297842307
TOILET METAL SIGN,BATHROOM METAL SIGN,0.012864321608040201,0.7111111111111111,25.682597297842307
BLUE HAPPY BIRTHDAY BUNTING,PINK HAPPY BIRTHDAY BUNTING,0.012864321608040201,0.7013698630136986,36.63322906554489
PINK HAPPY BIRTHDAY BUNTING,BLUE HAPPY BIRTHDAY BUNTING,0.012864321608040201,0.6719160104986877,36.63322906554489
BLUE HARMONICA IN BOX,RED  HARMONICA IN BOX,0.013567839195979899,0.5133079847908745,17.55125240092509
RED  HARMONICA IN BOX,BLUE HARMONICA IN BOX,0.013567839195979899,0.46391752577319584,17.55125240092509
BLUE SPOT CERAMIC DRAWER KNOB,BLUE STRIPE CERAMIC DRAWER KNOB,0.010351758793969849,0.5786516853932584,29.67826943125217
BLUE STRIPE CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0.010351758793969849,0.5309278350515464,29.678269431252172
BLUE SPOT CERAMIC DRAWER KNOB,RED SPOT CERAMIC DRAWER KNOB,0.010100502512562814,0.5646067415730337,32.949191077135985
RED SPOT CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0.010100502512562814,0.5894428152492669,32.949191077135985
BLUE SPOT CERAMIC DRAWER KNOB,RED STRIPE CERAMIC DRAWER KNOB,0.010251256281407035,0.5730337078651686,28.29620542560014
RED STRIPE CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0.010251256281407035,0.5062034739454094,28.296205425600135
BLUE STRIPE CERAMIC DRAWER KNOB,RED STRIPE CERAMIC DRAWER KNOB,0.01185929648241206,0.6082474226804123,30.035046430124577
RED STRIPE CERAMIC DRAWER KNOB,BLUE STRIPE CERAMIC DRAWER KNOB,0.01185929648241206,0.5856079404466501,30.035046430124577
CANDLEHOLDER PINK HANGING HEART,WHITE HANGING HEART T-LIGHT HOLDER,0.013316582914572864,0.726027397260274,6.8247261244588815
CHARLOTTE BAG APPLES DESIGN,CHARLOTTE BAG PINK POLKADOT,0.010452261306532663,0.40784313725490196,13.154097943877712
CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG APPLES DESIGN,0.010452261306532663,0.3371150729335494,13.154097943877712
CHARLOTTE BAG APPLES DESIGN,CHARLOTTE BAG SUKI DESIGN,0.012412060301507538,0.4843137254901961,12.9020657794577
CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG APPLES DESIGN,0.012412060301507538,0.3306559571619813,12.902065779457702
CHARLOTTE BAG APPLES DESIGN,CHARLOTTE BAG VINTAGE ALPHABET,0.010452261306532663,0.40784313725490196,20.341048700181826
CHARLOTTE BAG VINTAGE ALPHABET,CHARLOTTE BAG APPLES DESIGN,0.010452261306532663,0.5213032581453634,20.341048700181826
CHARLOTTE BAG APPLES DESIGN,LUNCH BAG APPLE DESIGN,0.012160804020100502,0.4745098039215686,9.836192810457517
CHARLOTTE BAG APPLES DESIGN,RED RETROSPOT CHARLOTTE BAG,0.01391959798994975,0.5431372549019609,12.076459634132984
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG APPLES DESIGN,0.01391959798994975,0.3094972067039106,12.076459634132982
CHARLOTTE BAG APPLES DESIGN,STRAWBERRY CHARLOTTE BAG,0.011005025125628141,0.4294117647058824,14.054760061919504
STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG APPLES DESIGN,0.011005025125628141,0.36019736842105265,14.054760061919506
CHARLOTTE BAG APPLES DESIGN,WOODLAND CHARLOTTE BAG,0.011758793969849246,0.4588235294117647,13.232736572890024
WOODLAND CHARLOTTE BAG,CHARLOTTE BAG APPLES DESIGN,0.011758793969849246,0.3391304347826087,13.232736572890024
CHARLOTTE BAG DOLLY GIRL DESIGN,RED RETROSPOT CHARLOTTE BAG,0.010100502512562814,0.5521978021978022,12.277917613113145
CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG SUKI DESIGN,0.016080402010050253,0.5186385737439222,13.816476060915733
CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG PINK POLKADOT,0.016080402010050253,0.42838018741633205,13.816476060915733
CHARLOTTE BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL.,0.010854271356783919,0.35008103727714746,5.913932633119893
CHARLOTTE BAG PINK POLKADOT,LUNCH BAG CARS BLUE,0.010854271356783919,0.35008103727714746,6.468535414870227
CHARLOTTE BAG PINK POLKADOT,LUNCH BAG PINK POLKADOT,0.010402010050251256,0.33549432739059964,6.551851928432711
CHARLOTTE BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,0.011507537688442211,0.3711507293354943,5.111349144481894
CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG,0.021557788944723617,0.6952998379254456,15.459739413090912
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,0.021557788944723617,0.4793296089385474,15.459739413090913
CHARLOTTE BAG PINK POLKADOT,STRAWBERRY CHARLOTTE BAG,0.01507537688442211,0.486223662884927,15.914228439819157
STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,0.01507537688442211,0.49342105263157887,15.914228439819157
CHARLOTTE BAG PINK POLKADOT,WOODLAND CHARLOTTE BAG,0.015025125628140703,0.48460291734197725,13.976229065370068
WOODLAND CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,0.015025125628140703,0.4333333333333333,13.976229065370068
CHARLOTTE BAG VINTAGE ALPHABET,CHARLOTTE BAG SUKI DESIGN,0.010552763819095477,0.5263157894736842,14.020996265764815
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG  BLACK SKULL.,0.012361809045226132,0.32931726907630526,5.5631694860937815
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG CARS BLUE,0.011457286432160804,0.30522088353413657,5.6396430662296355
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,0.013467336683417085,0.35876840696117807,4.940824428046674
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG SUKI DESIGN,0.012160804020100502,0.3239625167336011,6.357844263312289
CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG,0.02065326633165829,0.5502008032128515,12.233515065849993
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.02065326633165829,0.459217877094972,12.233515065849993
CHARLOTTE BAG SUKI DESIGN,STRAWBERRY CHARLOTTE BAG,0.016834170854271358,0.44846050870147264,14.67823046572254
STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.016834170854271358,0.5509868421052632,14.67823046572254
CHARLOTTE BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG,0.01793969849246231,0.4779116465863454,13.783248937780106
WOODLAND CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.01793969849246231,0.5173913043478261,13.783248937780108
CHARLOTTE BAG VINTAGE ALPHABET,RED RETROSPOT CHARLOTTE BAG,0.010954773869346734,0.5463659147869675,12.148247714257712
CHILDRENS CUTLERY DOLLY GIRL,CHILDRENS CUTLERY SPACEBOY,0.010904522613065327,0.7695035460992908,45.305090436023335
CHILDRENS CUTLERY SPACEBOY,CHILDRENS CUTLERY DOLLY GIRL,0.010904522613065327,0.6420118343195267,45.305090436023335
CHILDRENS CUTLERY POLKADOT BLUE,CHILDRENS CUTLERY POLKADOT PINK,0.010653266331658291,0.7625899280575539,38.32206961703364
CHILDRENS CUTLERY POLKADOT PINK,CHILDRENS CUTLERY POLKADOT BLUE,0.010653266331658291,0.5353535353535354,38.32206961703364
CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE I AM SO POORLY,0.017688442211055276,0.4405506883604505,15.194035872396821
HOT WATER BOTTLE I AM SO POORLY,CHOCOLATE HOT WATER BOTTLE,0.017688442211055276,0.610051993067591,15.194035872396821
CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE KEEP CALM,0.012814070351758794,0.3191489361702128,8.536376115305423
HOT WATER BOTTLE KEEP CALM,CHOCOLATE HOT WATER BOTTLE,0.012814070351758794,0.342741935483871,8.536376115305423
CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE TEA AND SYMPATHY,0.014874371859296482,0.37046307884856067,13.071303668592831
HOT WATER BOTTLE TEA AND SYMPATHY,CHOCOLATE HOT WATER BOTTLE,0.014874371859296482,0.524822695035461,13.071303668592833
RETROSPOT HEART HOT WATER BOTTLE,CHOCOLATE HOT WATER BOTTLE,0.010854271356783919,0.37565217391304345,9.356042879686564
CHOCOLATE HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,0.014170854271356784,0.35294117647058826,9.80939861978311
SCOTTIE DOG HOT WATER BOTTLE,CHOCOLATE HOT WATER BOTTLE,0.014170854271356784,0.39385474860335196,9.809398619783108
CHRISTMAS CRAFT LITTLE FRIENDS,CHRISTMAS CRAFT TREE TOP ANGEL,0.010804020100502512,0.46943231441048033,24.71350015018137
CHRISTMAS CRAFT TREE TOP ANGEL,CHRISTMAS CRAFT LITTLE FRIENDS,0.010804020100502512,0.5687830687830687,24.71350015018137
CHRISTMAS CRAFT LITTLE FRIENDS,CHRISTMAS CRAFT WHITE FAIRY,0.010050251256281407,0.4366812227074236,26.738327175008397
CHRISTMAS CRAFT WHITE FAIRY,CHRISTMAS CRAFT LITTLE FRIENDS,0.010050251256281407,0.6153846153846153,26.738327175008394
COOK WITH WINE METAL SIGN,GIN + TONIC DIET METAL SIGN,0.014020100502512563,0.41829085457271364,11.994219028814124
GIN + TONIC DIET METAL SIGN,COOK WITH WINE METAL SIGN,0.014020100502512563,0.4020172910662824,11.994219028814122
COOK WITH WINE METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,0.013768844221105527,0.41079460269865065,13.03797861834633
HAND OVER THE CHOCOLATE   SIGN,COOK WITH WINE METAL SIGN,0.013768844221105527,0.4370015948963318,13.03797861834633
COOK WITH WINE METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.01407035175879397,0.4197901049475262,10.574459605640218
PLEASE ONE PERSON METAL SIGN,COOK WITH WINE METAL SIGN,0.01407035175879397,0.35443037974683544,10.574459605640218
LUNCH BOX I LOVE LONDON,DOLLY GIRL LUNCH BOX,0.010050251256281407,0.322061191626409,8.743543947292688
DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX,0.02422110552763819,0.6575716234652115,15.861424614494192
SPACEBOY LUNCH BOX,DOLLY GIRL LUNCH BOX,0.02422110552763819,0.5842424242424242,15.861424614494192
DOTCOM POSTAGE,JUMBO BAG PINK POLKADOT,0.01306532663316583,0.5383022774327122,9.454735499480117
DOTCOM POSTAGE,JUMBO BAG RED RETROSPOT,0.01592964824120603,0.6563146997929606,6.795349909406825
DOTCOM POSTAGE,JUMBO BAG TOYS,0.010703517587939698,0.4409937888198758,18.954160685778678
JUMBO BAG TOYS,DOTCOM POSTAGE,0.010703517587939698,0.46004319654427644,18.954160685778678
DOTCOM POSTAGE,JUMBO BAG WOODLAND ANIMALS,0.012211055276381909,0.5031055900621118,13.438659385551711
JUMBO BAG WOODLAND ANIMALS,DOTCOM POSTAGE,0.012211055276381909,0.3261744966442953,13.438659385551713
DOTCOM POSTAGE,JUMBO SHOPPER VINTAGE RED PAISLEY,0.012964824120603015,0.5341614906832298,9.94369847015554
DOTCOM POSTAGE,JUMBO STORAGE BAG SUKI,0.013819095477386936,0.5693581780538303,10.648710285029345
FELTCRAFT CUSHION BUTTERFLY,FELTCRAFT CUSHION RABBIT,0.010653266331658291,0.6503067484662576,36.04764427431344
FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION BUTTERFLY,0.010653266331658291,0.5905292479108635,36.04764427431344
FELTCRAFT CUSHION OWL,FELTCRAFT CUSHION RABBIT,0.010351758793969849,0.48130841121495327,26.679769869575406
FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION OWL,0.010351758793969849,0.5738161559888579,26.679769869575406
FELTCRAFT PRINCESS CHARLOTTE DOLL,FELTCRAFT PRINCESS LOLA DOLL,0.012261306532663316,0.5907990314769975,30.777227032440443
FELTCRAFT PRINCESS LOLA DOLL,FELTCRAFT PRINCESS CHARLOTTE DOLL,0.012261306532663316,0.6387434554973821,30.777227032440447
GARDENERS KNEELING PAD CUP OF TEA,GARDENERS KNEELING PAD KEEP CALM,0.023517587939698492,0.709090909090909,17.442409259467354
GARDENERS KNEELING PAD KEEP CALM,GARDENERS KNEELING PAD CUP OF TEA,0.023517587939698492,0.5784919653893695,17.442409259467354
GIN + TONIC DIET METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,0.012914572864321608,0.3703170028818444,11.753282866584854
HAND OVER THE CHOCOLATE   SIGN,GIN + TONIC DIET METAL SIGN,0.012914572864321608,0.40988835725677836,11.753282866584854
GIN + TONIC DIET METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.012261306532663316,0.3515850144092219,8.856382008536096
PLEASE ONE PERSON METAL SIGN,GIN + TONIC DIET METAL SIGN,0.012261306532663316,0.30886075949367087,8.856382008536096
GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.027135678391959798,0.6286379511059371,19.040936418581655
PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.027135678391959798,0.821917808219178,19.04093641858166
GREEN REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,0.020703517587939698,0.4796274738067521,5.120486442464789
GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.032663316582914576,0.7566938300349244,16.12227753500535
ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.032663316582914576,0.69593147751606,16.12227753500535
HAND OVER THE CHOCOLATE   SIGN,PLEASE ONE PERSON METAL SIGN,0.012160804020100502,0.3859649122807018,9.722407284032867
PLEASE ONE PERSON METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,0.012160804020100502,0.3063291139240506,9.722407284032867
HAND WARMER BIRD DESIGN,HAND WARMER OWL DESIGN,0.013517587939698492,0.556935817805383,18.91300814731591
HAND WARMER OWL DESIGN,HAND WARMER BIRD DESIGN,0.013517587939698492,0.4590443686006826,18.91300814731591
HAND WARMER BIRD DESIGN,HAND WARMER SCOTTY DOG DESIGN,0.012211055276381909,0.5031055900621118,20.77137187185897
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER BIRD DESIGN,0.012211055276381909,0.504149377593361,20.771371871858975
HAND WARMER OWL DESIGN,HAND WARMER RED LOVE HEART,0.010301507537688442,0.34982935153583616,18.66381795057142
HAND WARMER RED LOVE HEART,HAND WARMER OWL DESIGN,0.010301507537688442,0.5495978552278821,18.66381795057142
HAND WARMER OWL DESIGN,HAND WARMER SCOTTY DOG DESIGN,0.014371859296482412,0.4880546075085324,20.149972384688372
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER OWL DESIGN,0.014371859296482412,0.5933609958506224,20.149972384688372
HAND WARMER OWL DESIGN,HAND WARMER UNION JACK,0.010703517587939698,0.36348122866894195,16.10974710581725
HAND WARMER UNION JACK,HAND WARMER OWL DESIGN,0.010703517587939698,0.4743875278396436,16.10974710581725
HANGING HEART ZINC T-LIGHT HOLDER,SINGLE HEART ZINC T-LIGHT HOLDER,0.011055276381909548,0.4339250493096647,20.70769419966985
SINGLE HEART ZINC T-LIGHT HOLDER,HANGING HEART ZINC T-LIGHT HOLDER,0.011055276381909548,0.5275779376498801,20.707694199669852
HEART OF WICKER LARGE,HEART OF WICKER SMALL,0.02236180904522613,0.52046783625731,9.56353641876313
HEART OF WICKER SMALL,HEART OF WICKER LARGE,0.02236180904522613,0.41089566020313945,9.56353641876313
HEART OF WICKER LARGE,WHITE HANGING HEART T-LIGHT HOLDER,0.015778894472361808,0.3672514619883041,3.4521984381517483
SMALL WHITE HEART OF WICKER,HEART OF WICKER SMALL,0.010603015075376884,0.3504983388704319,6.4403665221806055
HERB MARKER ROSEMARY,HERB MARKER THYME,0.010100502512562814,0.9348837209302326,86.53109789075177
HERB MARKER THYME,HERB MARKER ROSEMARY,0.010100502512562814,0.9348837209302326,86.53109789075177
HOME BUILDING BLOCK WORD,LOVE BUILDING BLOCK WORD,0.014170854271356784,0.39004149377593367,13.155636823967933
LOVE BUILDING BLOCK WORD,HOME BUILDING BLOCK WORD,0.014170854271356784,0.47796610169491527,13.155636823967932
HOT WATER BOTTLE I AM SO POORLY,HOT WATER BOTTLE TEA AND SYMPATHY,0.010954773869346734,0.37781629116117854,13.330752117211796
HOT WATER BOTTLE TEA AND SYMPATHY,HOT WATER BOTTLE I AM SO POORLY,0.010954773869346734,0.38652482269503546,13.330752117211794
HOT WATER BOTTLE KEEP CALM,HOT WATER BOTTLE TEA AND SYMPATHY,0.012060301507537688,0.3225806451612903,11.381834820407228
HOT WATER BOTTLE TEA AND SYMPATHY,HOT WATER BOTTLE KEEP CALM,0.012060301507537688,0.42553191489361697,11.38183482040723
HOT WATER BOTTLE KEEP CALM,LOVE HOT WATER BOTTLE,0.011256281407035176,0.3010752688172043,13.053154356127159
LOVE HOT WATER BOTTLE,HOT WATER BOTTLE KEEP CALM,0.011256281407035176,0.4880174291938998,13.053154356127159
IVORY KITCHEN SCALES,RED KITCHEN SCALES,0.013969849246231156,0.4205748865355522,16.705469545024926
RED KITCHEN SCALES,IVORY KITCHEN SCALES,0.013969849246231156,0.5548902195608783,16.705469545024926
JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS,0.017236180904522613,0.35000000000000003,7.1071428571428585
JAM MAKING SET WITH JARS,JAM MAKING SET PRINTED,0.017236180904522613,0.35000000000000003,7.1071428571428585
JUMBO BAG OWLS,JUMBO  BAG BAROQUE BLACK WHITE,0.010100502512562814,0.36347197106690776,8.631374969249958
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG PINK POLKADOT,0.01844221105527638,0.4379474940334129,7.692105146747498
JUMBO BAG PINK POLKADOT,JUMBO  BAG BAROQUE BLACK WHITE,0.01844221105527638,0.32391879964695497,7.692105146747499
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,0.025477386934673368,0.6050119331742244,6.264171420482344
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO  BAG BAROQUE BLACK WHITE,0.010653266331658291,0.36177474402730375,8.591070890385852
JUMBO BAG SPACEBOY DESIGN,JUMBO  BAG BAROQUE BLACK WHITE,0.010150753768844221,0.3242375601926164,7.699674758750676
JUMBO BAG STRAWBERRY,JUMBO  BAG BAROQUE BLACK WHITE,0.011557788944723618,0.31680440771349866,7.523159562647522
JUMBO BAG WOODLAND ANIMALS,JUMBO  BAG BAROQUE BLACK WHITE,0.012160804020100502,0.32483221476510066,7.713796030818023
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO SHOPPER VINTAGE RED PAISLEY,0.01844221105527638,0.4379474940334129,8.152624070406844
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO  BAG BAROQUE BLACK WHITE,0.01844221105527638,0.343311506080449,8.152624070406844
JUMBO STORAGE BAG SKULLS,JUMBO  BAG BAROQUE BLACK WHITE,0.01120603015075377,0.35852090032154343,8.513801809545006
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SUKI,0.01829145728643216,0.43436754176610975,8.123979399572917
JUMBO STORAGE BAG SUKI,JUMBO  BAG BAROQUE BLACK WHITE,0.01829145728643216,0.34210526315789475,8.123979399572919
JUMBO BAG 50'S CHRISTMAS,JUMBO BAG VINTAGE CHRISTMAS,0.012864321608040201,0.41423948220064727,20.404370534140792
JUMBO BAG VINTAGE CHRISTMAS,JUMBO BAG 50'S CHRISTMAS,0.012864321608040201,0.6336633663366337,20.404370534140792
JUMBO BAG ALPHABET,JUMBO BAG APPLES,0.016582914572864323,0.4009720534629405,9.2246749871821
JUMBO BAG APPLES,JUMBO BAG ALPHABET,0.016582914572864323,0.38150289017341044,9.2246749871821
JUMBO BAG ALPHABET,JUMBO BAG RED RETROSPOT,0.017386934673366834,0.4204131227217497,4.352872602582112
JUMBO BAG ALPHABET,JUMBO BAG VINTAGE LEAF,0.013869346733668343,0.3353584447144593,8.36294868398213
JUMBO BAG VINTAGE LEAF,JUMBO BAG ALPHABET,0.013869346733668343,0.3458646616541354,8.36294868398213
LUNCH BAG ALPHABET DESIGN,JUMBO BAG ALPHABET,0.011959798994974874,0.33999999999999997,8.221142162818955
JUMBO BAG APPLES,JUMBO BAG PEARS,0.017035175879396985,0.3919075144508671,15.23234284682081
JUMBO BAG PEARS,JUMBO BAG APPLES,0.017035175879396985,0.662109375,15.23234284682081
JUMBO BAG APPLES,JUMBO BAG PINK POLKADOT,0.01587939698492462,0.3653179190751445,6.41644006142575
JUMBO BAG APPLES,JUMBO BAG RED RETROSPOT,0.02306532663316583,0.530635838150289,5.494096347133586
JUMBO BAG APPLES,JUMBO BAG VINTAGE LEAF,0.015025125628140703,0.34566473988439306,8.619960305387746
JUMBO BAG VINTAGE LEAF,JUMBO BAG APPLES,0.015025125628140703,0.3746867167919799,8.619960305387746
JUMBO BAG WOODLAND ANIMALS,JUMBO BAG APPLES,0.011557788944723618,0.30872483221476515,7.102455677541997
JUMBO BAG APPLES,JUMBO SHOPPER VINTAGE RED PAISLEY,0.013567839195979899,0.31213872832369943,5.810627402845293
JUMBO BAG APPLES,JUMBO STORAGE BAG SUKI,0.015326633165829147,0.3526011560693642,6.594702073101831
JUMBO BAG APPLES,LUNCH BAG APPLE DESIGN,0.01587939698492462,0.3653179190751445,7.5727360308285165
LUNCH BAG APPLE DESIGN,JUMBO BAG APPLES,0.01587939698492462,0.32916666666666666,7.5727360308285165
JUMBO BAG DOILEY PATTERNS,JUMBO BAG VINTAGE LEAF,0.010804020100502512,0.44329896907216493,11.054698602175542
JUMBO BAG DOILEY PATTERNS,LUNCH BAG DOILEY PATTERN,0.011055276381909548,0.45360824742268047,18.76674453994042
LUNCH BAG DOILEY PATTERN,JUMBO BAG DOILEY PATTERNS,0.011055276381909548,0.4573804573804574,18.76674453994042
JUMBO BAG DOLLY GIRL DESIGN,JUMBO BAG RED RETROSPOT,0.011005025125628141,0.5748031496062992,5.951395773759289
JUMBO BAG OWLS,JUMBO BAG PINK POLKADOT,0.011909547738693467,0.42857142857142855,7.5274240322784
JUMBO BAG OWLS,JUMBO BAG RED RETROSPOT,0.015628140703517587,0.562386980108499,5.822841261269058
JUMBO BAG OWLS,JUMBO BAG WOODLAND ANIMALS,0.011306532663316583,0.40687160940325495,10.868114130368824
JUMBO BAG WOODLAND ANIMALS,JUMBO BAG OWLS,0.011306532663316583,0.30201342281879195,10.868114130368824
JUMBO BAG OWLS,JUMBO SHOPPER VINTAGE RED PAISLEY,0.010301507537688442,0.3707052441229656,6.900874048687574
JUMBO BAG OWLS,JUMBO STORAGE BAG SUKI,0.012914572864321608,0.4647377938517179,8.691994452677806
JUMBO BAG PEARS,JUMBO BAG RED RETROSPOT,0.011457286432160804,0.4453125,4.610675728407909
JUMBO BAG PEARS,JUMBO BAG VINTAGE LEAF,0.013015075376884422,0.505859375,12.614788925438596
JUMBO BAG VINTAGE LEAF,JUMBO BAG PEARS,0.013015075376884422,0.32456140350877194,12.614788925438596
