antecedent,consequent,support,confidence,lift
"HERB MARKER BASIL, HERB MARKER CHIVES",HERB MARKER THYME,0.008591577274533175,0.9505494505494506,80.76060648212548
HERB MARKER THYME,"HERB MARKER BASIL, HERB MARKER CHIVES",0.008591577274533175,0.7299578059071731,80.76060648212547
"HERB MARKER PARSLEY, HERB MARKER CHIVES",HERB MARKER THYME,0.009088200238379023,0.9481865284974093,80.55984783891913
HERB MARKER THYME,"HERB MARKER PARSLEY, HERB MARKER CHIVES",0.009088200238379023,0.7721518987341772,80.55984783891913
HERB MARKER CHIVES,"HERB MARKER ROSEMARY, HERB MARKER MINT",0.008790226460071514,0.8468899521531101,80.43856639884447
"HERB MARKER ROSEMARY, HERB MARKER MINT",HERB MARKER CHIVES,0.008790226460071514,0.8349056603773586,80.43856639884447
PINK VINTAGE SPOT BEAKER,"BLUE VINTAGE SPOT BEAKER, RED VINTAGE SPOT BEAKER",0.0055621771950735005,0.5863874345549739,80.3231114435303
"BLUE VINTAGE SPOT BEAKER, RED VINTAGE SPOT BEAKER",PINK VINTAGE SPOT BEAKER,0.0055621771950735005,0.7619047619047619,80.32311144353028
"HERB MARKER THYME, HERB MARKER MINT",HERB MARKER ROSEMARY,0.00978347238776321,0.9563106796116505,80.23446601941748
HERB MARKER ROSEMARY,"HERB MARKER THYME, HERB MARKER MINT",0.00978347238776321,0.8208333333333334,80.23446601941748
"DOLLY GIRL CHILDRENS CUP, SPACEBOY CHILDRENS BOWL",SPACEBOY CHILDRENS CUP,0.005214541120381407,0.8606557377049181,80.23224043715847
SPACEBOY CHILDRENS CUP,"DOLLY GIRL CHILDRENS CUP, SPACEBOY CHILDRENS BOWL",0.005214541120381407,0.4861111111111111,80.23224043715847
"HERB MARKER ROSEMARY, HERB MARKER PARSLEY",HERB MARKER THYME,0.010081446166070719,0.944186046511628,80.21995878716515
HERB MARKER THYME,"HERB MARKER ROSEMARY, HERB MARKER PARSLEY",0.010081446166070719,0.8565400843881856,80.21995878716515
HERB MARKER ROSEMARY,"HERB MARKER THYME, HERB MARKER PARSLEY",0.010081446166070719,0.8458333333333333,79.96103286384977
"HERB MARKER THYME, HERB MARKER PARSLEY",HERB MARKER ROSEMARY,0.010081446166070719,0.9530516431924881,79.96103286384975
"HERB MARKER THYME, HERB MARKER BASIL",HERB MARKER ROSEMARY,0.009932459276916964,0.9523809523809523,79.9047619047619
HERB MARKER ROSEMARY,"HERB MARKER THYME, HERB MARKER BASIL",0.009932459276916964,0.8333333333333334,79.9047619047619
HERB MARKER PARSLEY,"HERB MARKER THYME, HERB MARKER MINT",0.009634485498609456,0.8151260504201681,79.67659296728401
"HERB MARKER THYME, HERB MARKER MINT",HERB MARKER PARSLEY,0.009634485498609456,0.941747572815534,79.676592967284
"HERB MARKER PARSLEY, HERB MARKER CHIVES",HERB MARKER MINT,0.009088200238379023,0.9481865284974093,79.55284974093264
"HERB MARKER PARSLEY, HERB MARKER CHIVES",HERB MARKER ROSEMARY,0.009088200238379023,0.9481865284974093,79.55284974093264
HERB MARKER MINT,"HERB MARKER PARSLEY, HERB MARKER CHIVES",0.009088200238379023,0.7625000000000001,79.55284974093264
HERB MARKER ROSEMARY,"HERB MARKER PARSLEY, HERB MARKER CHIVES",0.009088200238379023,0.7625000000000001,79.55284974093264
HERB MARKER CHIVES,"HERB MARKER BASIL, HERB MARKER PARSLEY",0.008690901867302344,0.8373205741626795,79.52965604405526
"HERB MARKER BASIL, HERB MARKER PARSLEY",HERB MARKER CHIVES,0.008690901867302344,0.8254716981132075,79.52965604405526
"HERB MARKER BASIL, HERB MARKER ROSEMARY",HERB MARKER THYME,0.009932459276916964,0.9345794392523364,79.40376197799598
HERB MARKER THYME,"HERB MARKER BASIL, HERB MARKER ROSEMARY",0.009932459276916964,0.8438818565400844,79.40376197799598
"HERB MARKER THYME, HERB MARKER BASIL",HERB MARKER CHIVES,0.008591577274533175,0.8238095238095239,79.3695146958305
HERB MARKER CHIVES,"HERB MARKER THYME, HERB MARKER BASIL",0.008591577274533175,0.8277511961722489,79.36951469583049
"RED VINTAGE SPOT BEAKER, GREEN VINTAGE SPOT BEAKER",BLUE VINTAGE SPOT BEAKER,0.0055621771950735005,0.875,79.36486486486487
BLUE VINTAGE SPOT BEAKER,"RED VINTAGE SPOT BEAKER, GREEN VINTAGE SPOT BEAKER",0.0055621771950735005,0.5045045045045046,79.36486486486487
HERB MARKER CHIVES,"HERB MARKER THYME, HERB MARKER ROSEMARY",0.009038537941994438,0.8708133971291867,79.34252744159865
"HERB MARKER THYME, HERB MARKER ROSEMARY",HERB MARKER CHIVES,0.009038537941994438,0.8235294117647058,79.34252744159865
CHRISTMAS TREE STAR DECORATION,CHRISTMAS TREE HEART DECORATION,0.006952721493841876,0.7070707070707072,79.09764309764311
CHRISTMAS TREE HEART DECORATION,CHRISTMAS TREE STAR DECORATION,0.006952721493841876,0.7777777777777778,79.0976430976431
"HERB MARKER ROSEMARY, HERB MARKER MINT",HERB MARKER THYME,0.00978347238776321,0.929245283018868,78.9505612610461
HERB MARKER THYME,"HERB MARKER ROSEMARY, HERB MARKER MINT",0.00978347238776321,0.8312236286919832,78.9505612610461
"HERB MARKER BASIL, HERB MARKER CHIVES",HERB MARKER ROSEMARY,0.008492252681764005,0.9395604395604396,78.82912087912088
HERB MARKER ROSEMARY,"HERB MARKER BASIL, HERB MARKER CHIVES",0.008492252681764005,0.7125,78.82912087912088
"HERB MARKER BASIL, HERB MARKER MINT",HERB MARKER CHIVES,0.00844259038537942,0.8173076923076922,78.7430990062569
HERB MARKER CHIVES,"HERB MARKER BASIL, HERB MARKER MINT",0.00844259038537942,0.8133971291866028,78.7430990062569
"HERB MARKER MINT, HERB MARKER CHIVES",HERB MARKER THYME,0.00874056416368693,0.9263157894736842,78.70166555629581
HERB MARKER THYME,"HERB MARKER CHIVES, HERB MARKER MINT",0.00874056416368693,0.7426160337552744,78.70166555629581
BEADED CRYSTAL HEART GREEN ON STICK,"DOTCOM POSTAGE, BEADED CRYSTAL HEART PINK ON STICK",0.006704410011918951,0.7848837209302326,78.62894828184659
"DOTCOM POSTAGE, BEADED CRYSTAL HEART PINK ON STICK",BEADED CRYSTAL HEART GREEN ON STICK,0.006704410011918951,0.6716417910447762,78.62894828184659
"HERB MARKER ROSEMARY, HERB MARKER CHIVES",HERB MARKER MINT,0.008790226460071514,0.9365079365079365,78.57301587301588
HERB MARKER MINT,"HERB MARKER ROSEMARY, HERB MARKER CHIVES",0.008790226460071514,0.7375,78.57301587301588
"HERB MARKER BASIL, HERB MARKER CHIVES",HERB MARKER MINT,0.00844259038537942,0.934065934065934,78.36813186813187
HERB MARKER MINT,"HERB MARKER BASIL, HERB MARKER CHIVES",0.00844259038537942,0.7083333333333333,78.36813186813185
HERB MARKER THYME,HERB MARKER ROSEMARY,0.010975367500993247,0.9324894514767933,78.23586497890297
HERB MARKER ROSEMARY,HERB MARKER THYME,0.010975367500993247,0.9208333333333334,78.23586497890297
"HERB MARKER ROSEMARY, HERB MARKER MINT",HERB MARKER PARSLEY,0.009733810091378626,0.9245283018867926,78.21975582685906
HERB MARKER PARSLEY,"HERB MARKER ROSEMARY, HERB MARKER MINT",0.009733810091378626,0.8235294117647058,78.21975582685904
"HERB MARKER MINT, HERB MARKER CHIVES",HERB MARKER ROSEMARY,0.008790226460071514,0.931578947368421,78.15947368421052
HERB MARKER ROSEMARY,"HERB MARKER CHIVES, HERB MARKER MINT",0.008790226460071514,0.7375,78.15947368421052
"HERB MARKER THYME, HERB MARKER CHIVES",HERB MARKER MINT,0.00874056416368693,0.9312169312169313,78.12910052910054
HERB MARKER MINT,"HERB MARKER THYME, HERB MARKER CHIVES",0.00874056416368693,0.7333333333333334,78.12910052910054
HERB MARKER CHIVES,HERB MARKER PARSLEY,0.009584823202224872,0.9234449760765552,78.12810100116603
HERB MARKER PARSLEY,HERB MARKER CHIVES,0.009584823202224872,0.8109243697478992,78.12810100116602
DOLLY GIRL BEAKER,SPACEBOY BEAKER,0.006158124751688518,0.7126436781609196,77.98800599700151
SPACEBOY BEAKER,DOLLY GIRL BEAKER,0.006158124751688518,0.6739130434782609,77.9880059970015
BEADED CRYSTAL HEART GREEN ON STICK,BEADED CRYSTAL HEART PINK ON STICK,0.00680373460468812,0.7965116279069767,77.85707834725672
BEADED CRYSTAL HEART PINK ON STICK,BEADED CRYSTAL HEART GREEN ON STICK,0.00680373460468812,0.6650485436893204,77.85707834725672
HERB MARKER ROSEMARY,"HERB MARKER BASIL, HERB MARKER MINT",0.009584823202224872,0.8041666666666668,77.84951923076925
"HERB MARKER BASIL, HERB MARKER MINT",HERB MARKER ROSEMARY,0.009584823202224872,0.9278846153846154,77.84951923076923
"HERB MARKER THYME, HERB MARKER BASIL",HERB MARKER PARSLEY,0.009584823202224872,0.9190476190476191,77.75606242496998
HERB MARKER PARSLEY,"HERB MARKER THYME, HERB MARKER BASIL",0.009584823202224872,0.8109243697478992,77.75606242496998
"HERB MARKER PARSLEY, HERB MARKER MINT",HERB MARKER THYME,0.009634485498609456,0.9150943396226415,77.74826844996419
HERB MARKER THYME,"HERB MARKER PARSLEY, HERB MARKER MINT",0.009634485498609456,0.8185654008438819,77.74826844996419
"HERB MARKER THYME, HERB MARKER ROSEMARY",HERB MARKER PARSLEY,0.010081446166070719,0.918552036199095,77.7141336172478
HERB MARKER PARSLEY,"HERB MARKER THYME, HERB MARKER ROSEMARY",0.010081446166070719,0.8529411764705882,77.7141336172478
"DOTCOM POSTAGE, BEADED CRYSTAL HEART GREEN ON STICK",BEADED CRYSTAL HEART PINK ON STICK,0.006704410011918951,0.7941176470588236,77.62307252998288
BEADED CRYSTAL HEART PINK ON STICK,"DOTCOM POSTAGE, BEADED CRYSTAL HEART GREEN ON STICK",0.006704410011918951,0.6553398058252428,77.62307252998288
"HERB MARKER PARSLEY, HERB MARKER MINT",HERB MARKER ROSEMARY,0.009733810091378626,0.9245283018867926,77.5679245283019
HERB MARKER ROSEMARY,"HERB MARKER PARSLEY, HERB MARKER MINT",0.009733810091378626,0.8166666666666668,77.5679245283019
"HERB MARKER BASIL, HERB MARKER PARSLEY",HERB MARKER THYME,0.009584823202224872,0.9103773584905661,77.34750417960355
HERB MARKER THYME,"HERB MARKER BASIL, HERB MARKER PARSLEY",0.009584823202224872,0.8143459915611815,77.34750417960355
HERB MARKER PARSLEY,"HERB MARKER BASIL, HERB MARKER MINT",0.009435836313071117,0.7983193277310925,77.28345184227538
"HERB MARKER BASIL, HERB MARKER MINT",HERB MARKER PARSLEY,0.009435836313071117,0.9134615384615385,77.28345184227537
SET 36 COLOUR PENCILS DOLLY GIRL,SET 36 COLOUR PENCILS SPACEBOY,0.005164878823996822,0.7074829931972789,77.00474351902923
SET 36 COLOUR PENCILS SPACEBOY,SET 36 COLOUR PENCILS DOLLY GIRL,0.005164878823996822,0.5621621621621622,77.00474351902923
HERB MARKER CHIVES,"HERB MARKER BASIL, HERB MARKER ROSEMARY",0.008492252681764005,0.8181818181818182,76.9855564995752
"HERB MARKER BASIL, HERB MARKER ROSEMARY",HERB MARKER CHIVES,0.008492252681764005,0.7990654205607477,76.9855564995752
HERB MARKER CHIVES,HERB MARKER THYME,0.009386174016686531,0.9043062200956938,76.8316879655987
HERB MARKER THYME,HERB MARKER CHIVES,0.009386174016686531,0.7974683544303798,76.8316879655987
"HERB MARKER BASIL, HERB MARKER MINT",HERB MARKER THYME,0.009336511720301947,0.9038461538461539,76.79259980525804
HERB MARKER THYME,"HERB MARKER BASIL, HERB MARKER MINT",0.009336511720301947,0.7932489451476794,76.79259980525804
"HERB MARKER BASIL, HERB MARKER PARSLEY",HERB MARKER ROSEMARY,0.009634485498609456,0.9150943396226415,76.77641509433963
HERB MARKER ROSEMARY,"HERB MARKER BASIL, HERB MARKER PARSLEY",0.009634485498609456,0.8083333333333333,76.77641509433963
"HERB MARKER BASIL, HERB MARKER ROSEMARY",HERB MARKER PARSLEY,0.009634485498609456,0.9065420560747663,76.69802874420796
HERB MARKER PARSLEY,"HERB MARKER BASIL, HERB MARKER ROSEMARY",0.009634485498609456,0.8151260504201681,76.69802874420796
STAR WREATH DECORATION WITH BELL,HEART WREATH DECORATION WITH BELL,0.005313865713150576,0.7039473684210527,76.6199146514936
HEART WREATH DECORATION WITH BELL,STAR WREATH DECORATION WITH BELL,0.005313865713150576,0.5783783783783784,76.6199146514936
"HERB MARKER ROSEMARY, HERB MARKER PARSLEY",HERB MARKER MINT,0.009733810091378626,0.9116279069767443,76.48558139534886
HERB MARKER MINT,"HERB MARKER ROSEMARY, HERB MARKER PARSLEY",0.009733810091378626,0.8166666666666668,76.48558139534885
"HERB MARKER THYME, HERB MARKER PARSLEY",HERB MARKER MINT,0.009634485498609456,0.9107981220657276,76.41596244131455
HERB MARKER MINT,"HERB MARKER THYME, HERB MARKER PARSLEY",0.009634485498609456,0.8083333333333333,76.41596244131455
HERB MARKER CHIVES,HERB MARKER MINT,0.009435836313071117,0.9090909090909092,76.27272727272728
HERB MARKER MINT,HERB MARKER CHIVES,0.009435836313071117,0.7916666666666667,76.27272727272728
"HERB MARKER THYME, HERB MARKER CHIVES",HERB MARKER BASIL,0.008591577274533175,0.9153439153439155,76.16266561721108
HERB MARKER BASIL,"HERB MARKER THYME, HERB MARKER CHIVES",0.008591577274533175,0.7148760330578513,76.16266561721108
HERB MARKER THYME,HERB MARKER PARSLEY,0.010578069129916568,0.89873417721519,76.03744282523137
HERB MARKER PARSLEY,HERB MARKER THYME,0.010578069129916568,0.8949579831932774,76.03744282523137
HERB MARKER BASIL,"HERB MARKER THYME, HERB MARKER MINT",0.009336511720301947,0.7768595041322315,75.93613094760492
"HERB MARKER THYME, HERB MARKER MINT",HERB MARKER BASIL,0.009336511720301947,0.912621359223301,75.93613094760491
HERB MARKER CHIVES,HERB MARKER ROSEMARY,0.009386174016686531,0.9043062200956938,75.87129186602871
HERB MARKER ROSEMARY,HERB MARKER CHIVES,0.009386174016686531,0.7875,75.87129186602871
HERB MARKER PARSLEY,HERB MARKER ROSEMARY,0.010677393722685736,0.903361344537815,75.79201680672269
HERB MARKER ROSEMARY,HERB MARKER PARSLEY,0.010677393722685736,0.8958333333333333,75.79201680672269
"HERB MARKER ROSEMARY, HERB MARKER MINT",HERB MARKER BASIL,0.009584823202224872,0.9103773584905661,75.74941525027289
HERB MARKER BASIL,"HERB MARKER ROSEMARY, HERB MARKER MINT",0.009584823202224872,0.7975206611570248,75.74941525027289
HERB MARKER MINT,"HERB MARKER BASIL, HERB MARKER ROSEMARY",0.009584823202224872,0.8041666666666668,75.66682242990656
"HERB MARKER BASIL, HERB MARKER ROSEMARY",HERB MARKER MINT,0.009584823202224872,0.9018691588785047,75.66682242990655
"HERB MARKER PARSLEY, HERB MARKER CHIVES",HERB MARKER BASIL,0.008690901867302344,0.9067357512953367,75.44640945488801
HERB MARKER BASIL,"HERB MARKER PARSLEY, HERB MARKER CHIVES",0.008690901867302344,0.7231404958677685,75.44640945488801
"HERB MARKER THYME, HERB MARKER PARSLEY",HERB MARKER BASIL,0.009584823202224872,0.9061032863849765,75.39378419275987
HERB MARKER BASIL,"HERB MARKER THYME, HERB MARKER PARSLEY",0.009584823202224872,0.7975206611570248,75.39378419275987
HERB MARKER BASIL,"HERB MARKER THYME, HERB MARKER ROSEMARY",0.009932459276916964,0.8264462809917356,75.30010096855017
"HERB MARKER THYME, HERB MARKER ROSEMARY",HERB MARKER BASIL,0.009932459276916964,0.9049773755656108,75.30010096855015
"HERB MARKER ROSEMARY, HERB MARKER CHIVES",HERB MARKER BASIL,0.008492252681764005,0.9047619047619049,75.28217237308148
HERB MARKER BASIL,"HERB MARKER ROSEMARY, HERB MARKER CHIVES",0.008492252681764005,0.7066115702479339,75.28217237308147
"HERB MARKER BASIL, HERB MARKER PARSLEY",HERB MARKER MINT,0.009435836313071117,0.8962264150943398,75.1933962264151
HERB MARKER MINT,"HERB MARKER BASIL, HERB MARKER PARSLEY",0.009435836313071117,0.7916666666666667,75.1933962264151
"HERB MARKER THYME, HERB MARKER BASIL",HERB MARKER MINT,0.009336511720301947,0.8952380952380952,75.11047619047619
HERB MARKER MINT,"HERB MARKER THYME, HERB MARKER BASIL",0.009336511720301947,0.7833333333333334,75.11047619047619
"HERB MARKER ROSEMARY, HERB MARKER PARSLEY",HERB MARKER BASIL,0.009634485498609456,0.9023255813953489,75.07945416106094
HERB MARKER BASIL,"HERB MARKER ROSEMARY, HERB MARKER PARSLEY",0.009634485498609456,0.8016528925619835,75.07945416106094
"HERB MARKER THYME, HERB MARKER ROSEMARY",HERB MARKER MINT,0.00978347238776321,0.8914027149321266,74.78868778280543
HERB MARKER MINT,"HERB MARKER THYME, HERB MARKER ROSEMARY",0.00978347238776321,0.8208333333333334,74.78868778280543
HERB MARKER PARSLEY,HERB MARKER MINT,0.010528406833531982,0.8907563025210083,74.7344537815126
HERB MARKER MINT,HERB MARKER PARSLEY,0.010528406833531982,0.8833333333333333,74.7344537815126
"HERB MARKER PARSLEY, HERB MARKER MINT",HERB MARKER BASIL,0.009435836313071117,0.8962264150943398,74.57196319975051
HERB MARKER BASIL,"HERB MARKER PARSLEY, HERB MARKER MINT",0.009435836313071117,0.7851239669421488,74.57196319975051
"HERB MARKER MINT, HERB MARKER CHIVES",HERB MARKER BASIL,0.00844259038537942,0.894736842105263,74.44802087864288
HERB MARKER BASIL,"HERB MARKER CHIVES, HERB MARKER MINT",0.00844259038537942,0.7024793388429752,74.44802087864288
"BLUE VINTAGE SPOT BEAKER, PINK VINTAGE SPOT BEAKER",RED VINTAGE SPOT BEAKER,0.0055621771950735005,0.7320261437908497,74.44484056248763
